id,cve_ent,turno,tipo,esp_3,esp_6,n_eval_3,n_eval_6
44305,15,MATUTINO,GENERAL,545,550,30,32
44306,15,MATUTINO,GENERAL,510,484,21,26
44307,15,MATUTINO,GENERAL,574,708,44,33
44308,15,VESPERTINO,GENERAL,530,522,50,83
44309,15,VESPERTINO,GENERAL,546,527,28,21
44310,15,MATUTINO,GENERAL,536,558,72,54
44311,15,MATUTINO,GENERAL,592,538,46,72
44312,15,VESPERTINO,GENERAL,498,513,41,29
44313,15,MATUTINO,GENERAL,548,369,5,2
44314,15,MATUTINO,GENERAL,451,492,17,14
44315,15,MATUTINO,GENERAL,544,526,30,46
44316,15,MATUTINO,GENERAL,529,495,115,123
44317,15,VESPERTINO,GENERAL,462,449,11,7
44318,15,MATUTINO,GENERAL,522,459,16,14
44319,15,VESPERTINO,GENERAL,517,518,35,27
44320,15,VESPERTINO,GENERAL,428,482,18,10
44321,15,MATUTINO,GENERAL,627,622,39,46
44322,15,MATUTINO,GENERAL,571,560,72,73
44323,15,MATUTINO,GENERAL,617,583,66,73
44324,15,MATUTINO,GENERAL,543,514,45,39
44325,15,MATUTINO,GENERAL,513,502,77,73
44326,15,MATUTINO,GENERAL,488,489,108,90
44327,15,MATUTINO,GENERAL,542,520,31,26
44328,15,MATUTINO,GENERAL,661,502,96,85
44329,15,MATUTINO,GENERAL,558,516,121,136
44330,15,MATUTINO,GENERAL,543,481,39,23
44331,15,MATUTINO,GENERAL,543,572,40,38
44332,15,MATUTINO,GENERAL,481,571,17,18
44333,15,MATUTINO,GENERAL,567,563,109,109
44334,15,MATUTINO,GENERAL,507,505,50,53
44335,15,VESPERTINO,GENERAL,556,546,76,76
44336,15,MATUTINO,GENERAL,559,541,8,17
44337,15,MATUTINO,GENERAL,659,517,2,3
44338,15,MATUTINO,GENERAL,534,496,7,10
44339,15,MATUTINO,GENERAL,566,566,77,70
44340,15,VESPERTINO,GENERAL,558,507,50,44
44341,15,MATUTINO,GENERAL,540,573,31,28
44342,15,MATUTINO,GENERAL,548,597,34,27
44343,15,MATUTINO,GENERAL,546,539,66,72
44344,15,MATUTINO,GENERAL,497,502,28,34
44345,15,MATUTINO,GENERAL,563,490,11,10
44346,15,MATUTINO,GENERAL,604,694,21,15
44347,15,MATUTINO,GENERAL,568,532,48,37
44348,15,MATUTINO,GENERAL,581,532,31,31
44349,15,MATUTINO,GENERAL,577,580,27,29
44350,15,VESPERTINO,GENERAL,544,587,70,57
44351,15,MATUTINO,GENERAL,494,499,78,86
44352,15,MATUTINO,GENERAL,540,520,80,77
44353,15,VESPERTINO,GENERAL,468,512,47,46
44354,15,MATUTINO,GENERAL,643,484,6,12
44355,15,VESPERTINO,GENERAL,536,540,33,35
44356,15,MATUTINO,GENERAL,593,584,81,69
44357,15,MATUTINO,GENERAL,580,557,51,68
44358,15,MATUTINO,GENERAL,542,558,94,104
44359,15,VESPERTINO,GENERAL,608,641,19,17
44360,15,VESPERTINO,GENERAL,533,543,24,30
44361,15,MATUTINO,GENERAL,546,529,66,65
44362,15,MATUTINO,GENERAL,495,485,7,5
44363,15,MATUTINO,GENERAL,487,612,4,4
44364,15,MATUTINO,GENERAL,491,483,27,36
44365,15,MATUTINO,GENERAL,520,590,40,45
44366,15,MATUTINO,GENERAL,581,534,26,31
44367,15,MATUTINO,GENERAL,515,495,48,42
44368,15,VESPERTINO,GENERAL,575,536,58,39
44369,15,VESPERTINO,GENERAL,449,450,16,28
44370,15,MATUTINO,GENERAL,559,553,45,43
44371,15,MATUTINO,GENERAL,432,420,11,9
44372,15,MATUTINO,GENERAL,508,420,3,1
44373,15,MATUTINO,GENERAL,504,521,24,28
44374,15,MATUTINO,GENERAL,548,525,37,38
44375,15,MATUTINO,GENERAL,520,498,60,57
44376,15,VESPERTINO,GENERAL,433,478,48,79
44377,15,MATUTINO,GENERAL,475,504,13,20
44378,15,VESPERTINO,GENERAL,579,601,34,39
44379,15,MATUTINO,GENERAL,519,432,12,12
44380,15,VESPERTINO,GENERAL,517,582,34,23
44381,15,MATUTINO,GENERAL,587,580,77,79
44382,15,VESPERTINO,GENERAL,562,470,24,32
44383,15,VESPERTINO,GENERAL,569,517,40,56
44384,15,MATUTINO,GENERAL,522,590,84,89
44385,15,MATUTINO,GENERAL,564,543,33,39
44386,15,VESPERTINO,GENERAL,566,524,15,14
44387,15,MATUTINO,GENERAL,539,558,51,77
44388,15,MATUTINO,GENERAL,594,579,77,94
44389,15,MATUTINO,GENERAL,543,595,57,59
44390,15,MATUTINO,GENERAL,507,492,60,65
44391,15,MATUTINO,GENERAL,535,529,68,67
44392,15,VESPERTINO,GENERAL,542,524,16,23
44393,15,VESPERTINO,GENERAL,613,527,13,20
44394,15,MATUTINO,GENERAL,562,505,24,34
44395,15,MATUTINO,GENERAL,496,479,41,45
44396,15,MATUTINO,GENERAL,562,528,39,36
44397,15,MATUTINO,GENERAL,598,587,10,6
44398,15,MATUTINO,GENERAL,580,531,3,3
44399,15,MATUTINO,GENERAL,507,419,13,6
44400,15,MATUTINO,GENERAL,641,513,25,24
44401,15,MATUTINO,GENERAL,435,394,24,13
44402,15,MATUTINO,GENERAL,571,647,9,4
44403,15,MATUTINO,GENERAL,576,583,100,114
44404,15,MATUTINO,GENERAL,498,486,57,47
44405,15,VESPERTINO,GENERAL,507,462,17,22
44406,15,MATUTINO,GENERAL,528,533,9,5
44407,15,VESPERTINO,GENERAL,514,493,19,19
44408,15,MATUTINO,GENERAL,535,517,70,39
44409,15,MATUTINO,GENERAL,585,633,30,74
44410,15,MATUTINO,GENERAL,554,557,88,77
44411,15,MATUTINO,GENERAL,562,533,34,35
44412,15,MATUTINO,GENERAL,578,507,41,45
44413,15,VESPERTINO,GENERAL,458,491,26,31
44414,15,VESPERTINO,GENERAL,510,484,40,48
44415,15,VESPERTINO,GENERAL,524,533,47,35
44416,15,MATUTINO,GENERAL,551,529,88,104
44417,15,MATUTINO,GENERAL,497,523,67,35
44418,15,VESPERTINO,GENERAL,546,474,20,18
44419,15,VESPERTINO,GENERAL,514,448,20,32
44420,15,VESPERTINO,GENERAL,541,548,30,30
44421,15,VESPERTINO,GENERAL,575,581,34,23
44422,15,MATUTINO,GENERAL,512,509,34,34
44423,15,VESPERTINO,GENERAL,482,537,15,19
44424,15,MATUTINO,GENERAL,552,554,71,71
44425,15,VESPERTINO,GENERAL,571,502,30,27
44426,15,VESPERTINO,GENERAL,503,625,30,31
44427,15,VESPERTINO,GENERAL,538,570,24,21
44428,15,MATUTINO,GENERAL,554,502,36,38
44429,15,MATUTINO,GENERAL,536,578,26,38
44430,15,MATUTINO,GENERAL,532,596,50,33
44431,15,VESPERTINO,GENERAL,550,614,18,23
44432,15,VESPERTINO,GENERAL,530,546,25,25
44433,15,MATUTINO,GENERAL,563,563,87,100
44434,15,VESPERTINO,GENERAL,571,516,43,39
44435,15,MATUTINO,GENERAL,688,626,6,7
44436,15,MATUTINO,GENERAL,597,654,17,9
44437,15,MATUTINO,GENERAL,602,535,70,74
44438,15,VESPERTINO,GENERAL,486,514,38,35
44439,15,VESPERTINO,GENERAL,527,624,30,33
44440,15,VESPERTINO,GENERAL,498,516,21,28
44441,15,MATUTINO,GENERAL,528,516,55,54
44442,15,MATUTINO,GENERAL,571,674,45,40
44443,15,VESPERTINO,GENERAL,494,484,33,34
44444,15,MATUTINO,GENERAL,477,434,25,17
44445,15,MATUTINO,GENERAL,560,552,51,34
44446,15,MATUTINO,GENERAL,531,506,20,18
44447,15,VESPERTINO,GENERAL,500,462,67,40
44448,15,VESPERTINO,GENERAL,632,639,46,35
44449,15,MATUTINO,GENERAL,395,499,1,1
44450,15,MATUTINO,GENERAL,551,489,35,45
44451,15,VESPERTINO,GENERAL,460,464,51,62
44452,15,MATUTINO,GENERAL,504,571,3,4
44453,15,MATUTINO,GENERAL,520,543,63,51
44454,15,MATUTINO,GENERAL,526,527,98,99
44455,15,VESPERTINO,GENERAL,584,552,19,18
44456,15,VESPERTINO,GENERAL,573,587,52,56
44457,15,MATUTINO,GENERAL,546,629,30,39
44458,15,MATUTINO,GENERAL,570,596,78,98
44459,15,VESPERTINO,GENERAL,575,565,28,40
44460,15,MATUTINO,GENERAL,547,576,60,65
44461,15,VESPERTINO,GENERAL,482,517,15,32
44462,15,VESPERTINO,GENERAL,578,565,48,51
44463,15,MATUTINO,GENERAL,545,547,103,90
44464,15,MATUTINO,GENERAL,494,536,38,35
44465,15,VESPERTINO,GENERAL,489,527,27,21
44466,15,MATUTINO,GENERAL,548,580,47,65
44467,15,VESPERTINO,GENERAL,529,554,28,58
44468,15,MATUTINO,GENERAL,541,528,107,118
44469,15,VESPERTINO,GENERAL,522,571,79,87
44470,15,VESPERTINO,GENERAL,498,517,35,35
44471,15,VESPERTINO,GENERAL,509,544,35,34
44472,15,MATUTINO,GENERAL,527,496,35,40
44473,15,VESPERTINO,GENERAL,571,711,17,17
44474,15,VESPERTINO,GENERAL,500,537,31,35
44475,15,VESPERTINO,GENERAL,503,579,28,30
44476,15,MATUTINO,GENERAL,594,575,85,107
44477,15,MATUTINO,GENERAL,492,493,56,72
44478,15,MATUTINO,GENERAL,563,524,116,139
44479,15,MATUTINO,GENERAL,553,550,9,10
44480,15,VESPERTINO,GENERAL,607,570,25,25
44481,15,MATUTINO,GENERAL,570,461,6,9
44482,15,MATUTINO,GENERAL,640,595,118,119
44483,15,MATUTINO,GENERAL,495,523,21,20
44484,15,VESPERTINO,GENERAL,588,570,55,47
44485,15,MATUTINO,GENERAL,524,532,28,29
44486,15,MATUTINO,GENERAL,469,488,7,10
44487,15,VESPERTINO,GENERAL,661,531,19,41
44488,15,MATUTINO,GENERAL,552,533,53,68
44489,15,VESPERTINO,GENERAL,483,435,31,20
44490,15,MATUTINO,GENERAL,532,511,45,25
44491,15,MATUTINO,GENERAL,558,546,41,67
44492,15,MATUTINO,GENERAL,537,531,51,58
44493,15,MATUTINO,GENERAL,528,535,106,103
44494,15,VESPERTINO,GENERAL,523,519,41,33
44495,15,VESPERTINO,GENERAL,487,505,56,41
44496,15,VESPERTINO,GENERAL,579,553,37,49
44497,15,VESPERTINO,GENERAL,549,586,43,51
44498,15,VESPERTINO,GENERAL,511,509,49,53
44499,15,MATUTINO,GENERAL,548,555,32,39
44500,15,MATUTINO,GENERAL,540,551,74,77
44501,15,VESPERTINO,GENERAL,496,531,31,49
44502,15,MATUTINO,GENERAL,453,480,5,12
44503,15,MATUTINO,GENERAL,569,385,1,2
44504,15,MATUTINO,GENERAL,512,534,52,23
44505,15,VESPERTINO,GENERAL,489,522,29,30
44506,15,MATUTINO,GENERAL,403,398,13,7
44507,15,MATUTINO,GENERAL,555,562,11,6
44508,15,MATUTINO,GENERAL,564,567,27,32
44509,15,MATUTINO,GENERAL,561,511,23,21
44510,15,MATUTINO,GENERAL,532,540,27,29
44511,15,MATUTINO,GENERAL,558,599,109,112
44512,15,MATUTINO,GENERAL,527,519,73,49
44513,15,VESPERTINO,GENERAL,544,624,31,11
44514,15,VESPERTINO,GENERAL,533,517,47,31
44515,15,VESPERTINO,GENERAL,478,504,22,14
44516,15,MATUTINO,GENERAL,569,525,59,42
44517,15,MATUTINO,GENERAL,484,482,34,38
44518,15,MATUTINO,GENERAL,505,470,31,26
44519,15,VESPERTINO,GENERAL,539,505,43,34
44520,15,VESPERTINO,GENERAL,678,530,40,32
44521,15,VESPERTINO,GENERAL,499,506,41,32
44522,15,VESPERTINO,GENERAL,521,477,55,35
44523,15,VESPERTINO,GENERAL,487,496,32,29
44524,15,MATUTINO,GENERAL,522,523,37,56
44525,15,MATUTINO,GENERAL,474,451,75,68
44526,15,MATUTINO,GENERAL,527,474,39,33
44527,15,MATUTINO,GENERAL,574,541,43,34
44528,15,MATUTINO,GENERAL,513,503,33,31
44529,15,MATUTINO,GENERAL,626,632,127,119
44530,15,MATUTINO,GENERAL,545,498,86,88
44531,15,MATUTINO,GENERAL,537,507,135,150
44532,15,MATUTINO,GENERAL,614,511,72,83
44533,15,MATUTINO,GENERAL,500,482,33,28
44534,15,MATUTINO,GENERAL,607,672,75,87
44535,15,MATUTINO,GENERAL,513,547,32,27
44536,15,MATUTINO,GENERAL,620,582,30,36
44537,15,MATUTINO,GENERAL,573,593,99,103
44538,15,MATUTINO,GENERAL,554,506,78,79
44539,15,MATUTINO,GENERAL,534,540,68,63
44540,15,MATUTINO,GENERAL,557,553,108,115
44541,15,MATUTINO,GENERAL,622,605,41,67
44542,15,VESPERTINO,GENERAL,557,560,15,17
44543,15,VESPERTINO,GENERAL,567,554,16,28
44544,15,VESPERTINO,GENERAL,440,462,26,25
44545,15,VESPERTINO,GENERAL,511,466,61,45
44546,15,VESPERTINO,GENERAL,506,588,30,34
44547,15,VESPERTINO,GENERAL,673,588,18,20
44548,15,MATUTINO,GENERAL,597,552,38,42
44549,15,VESPERTINO,GENERAL,517,455,23,23
44550,15,VESPERTINO,GENERAL,502,494,26,38
44551,15,MATUTINO,GENERAL,492,520,63,78
44552,15,MATUTINO,GENERAL,515,506,36,35
44553,15,MATUTINO,GENERAL,711,648,65,62
44554,15,MATUTINO,GENERAL,475,557,5,5
44555,15,MATUTINO,GENERAL,649,546,12,17
44556,15,MATUTINO,GENERAL,543,535,40,36
44557,15,VESPERTINO,GENERAL,563,579,40,32
44558,15,VESPERTINO,GENERAL,635,620,35,28
44559,15,VESPERTINO,GENERAL,535,512,53,79
44560,15,VESPERTINO,GENERAL,582,624,13,13
44561,15,MATUTINO,GENERAL,640,575,98,83
44562,15,MATUTINO,GENERAL,494,536,3,8
44563,15,MATUTINO,GENERAL,561,590,62,70
44564,15,MATUTINO,GENERAL,525,584,27,34
44565,15,MATUTINO,GENERAL,582,551,80,90
44566,15,MATUTINO,GENERAL,534,645,37,19
44567,15,MATUTINO,GENERAL,532,468,25,24
44568,15,MATUTINO,GENERAL,578,513,29,25
44569,15,MATUTINO,GENERAL,501,555,37,35
44570,15,VESPERTINO,GENERAL,509,489,28,22
44571,15,MATUTINO,GENERAL,529,530,38,36
44572,15,MATUTINO,GENERAL,504,467,52,47
44573,15,MATUTINO,GENERAL,575,514,23,22
44574,15,MATUTINO,GENERAL,508,469,11,12
44575,15,MATUTINO,GENERAL,506,535,90,125
44576,15,VESPERTINO,GENERAL,534,461,12,16
44577,15,MATUTINO,GENERAL,588,471,11,5
44578,15,VESPERTINO,GENERAL,439,497,24,27
44579,15,VESPERTINO,GENERAL,570,548,59,70
44580,15,MATUTINO,GENERAL,496,493,4,6
44581,15,VESPERTINO,GENERAL,567,473,3,7
44582,15,MATUTINO,GENERAL,544,524,52,30
44583,15,MATUTINO,GENERAL,763,532,32,34
44584,15,MATUTINO,GENERAL,612,582,29,40
44585,15,MATUTINO,GENERAL,555,628,31,24
44586,15,MATUTINO,GENERAL,519,508,31,15
44587,15,MATUTINO,GENERAL,533,553,77,106
44588,15,MATUTINO,GENERAL,554,565,98,94
44589,15,MATUTINO,GENERAL,560,549,60,83
44590,15,VESPERTINO,GENERAL,539,558,56,51
44591,15,MATUTINO,GENERAL,611,577,80,98
44592,15,MATUTINO,GENERAL,560,525,110,112
44593,15,MATUTINO,GENERAL,571,560,110,119
44594,15,MATUTINO,GENERAL,551,566,50,67
44595,15,MATUTINO,GENERAL,804,638,46,45
44596,15,VESPERTINO,GENERAL,602,716,43,39
44597,15,VESPERTINO,GENERAL,471,484,19,26
44598,15,VESPERTINO,GENERAL,500,576,25,31
44599,15,MATUTINO,GENERAL,520,540,125,111
44600,15,VESPERTINO,GENERAL,545,502,19,21
44601,15,VESPERTINO,GENERAL,535,529,35,29
44602,15,VESPERTINO,GENERAL,600,561,15,15
44603,15,VESPERTINO,GENERAL,516,485,16,16
44604,15,MATUTINO,GENERAL,658,580,5,4
44605,15,MATUTINO,GENERAL,557,570,120,125
44606,15,MATUTINO,GENERAL,749,551,40,30
44607,15,MATUTINO,GENERAL,526,580,29,32
44608,15,VESPERTINO,GENERAL,548,473,4,5
44609,15,MATUTINO,GENERAL,556,522,117,171
44610,15,MATUTINO,GENERAL,464,491,27,31
44611,15,VESPERTINO,GENERAL,450,527,10,12
44612,15,MATUTINO,GENERAL,513,525,22,30
44613,15,MATUTINO,GENERAL,494,518,34,32
44614,15,VESPERTINO,GENERAL,506,466,34,34
44615,15,VESPERTINO,GENERAL,536,477,11,11
44616,15,MATUTINO,GENERAL,504,414,12,12
44617,15,MATUTINO,GENERAL,562,494,4,5
44618,15,MATUTINO,GENERAL,612,496,39,40
44619,15,MATUTINO,GENERAL,448,467,10,10
44620,15,MATUTINO,GENERAL,536,521,34,52
44621,15,VESPERTINO,GENERAL,557,617,23,32
44622,15,MATUTINO,GENERAL,543,539,64,74
44623,15,VESPERTINO,GENERAL,540,590,50,36
44624,15,MATUTINO,GENERAL,663,550,57,43
44625,15,MATUTINO,GENERAL,529,579,10,6
44626,15,VESPERTINO,GENERAL,520,526,51,52
44627,15,MATUTINO,GENERAL,484,508,80,62
44628,15,MATUTINO,GENERAL,487,561,21,28
44629,15,MATUTINO,GENERAL,536,479,52,38
44630,15,MATUTINO,GENERAL,491,610,12,24
44631,15,VESPERTINO,GENERAL,516,546,23,14
44632,15,MATUTINO,GENERAL,537,533,72,69
44633,15,MATUTINO,GENERAL,514,471,79,70
44634,15,MATUTINO,GENERAL,517,543,111,127
44635,15,VESPERTINO,GENERAL,530,514,24,45
44636,15,VESPERTINO,GENERAL,541,492,77,78
44637,15,MATUTINO,GENERAL,538,550,124,123
44638,15,VESPERTINO,GENERAL,559,524,22,30
44639,15,MATUTINO,GENERAL,510,520,118,123
44640,15,MATUTINO,GENERAL,544,582,118,115
44641,15,VESPERTINO,GENERAL,529,513,27,30
44642,15,MATUTINO,GENERAL,553,532,52,83
44643,15,MATUTINO,GENERAL,567,538,95,103
44644,15,VESPERTINO,GENERAL,537,548,49,58
44645,15,MATUTINO,GENERAL,571,557,131,125
44646,15,MATUTINO,GENERAL,632,530,4,3
44647,15,MATUTINO,GENERAL,526,491,35,30
44648,15,MATUTINO,GENERAL,503,540,33,26
44649,15,MATUTINO,GENERAL,476,501,34,23
44650,15,MATUTINO,GENERAL,579,597,82,114
44651,15,VESPERTINO,GENERAL,540,593,19,17
44652,15,MATUTINO,GENERAL,566,592,33,38
44653,15,VESPERTINO,GENERAL,606,636,72,73
44654,15,MATUTINO,GENERAL,547,538,30,38
44655,15,MATUTINO,GENERAL,569,449,6,14
44656,15,MATUTINO,GENERAL,559,560,99,107
44657,15,MATUTINO,GENERAL,627,570,16,9
44658,15,MATUTINO,GENERAL,543,525,26,16
44659,15,VESPERTINO,GENERAL,638,503,28,23
44660,15,MATUTINO,GENERAL,622,620,83,88
44661,15,MATUTINO,GENERAL,540,544,98,109
44662,15,MATUTINO,GENERAL,563,545,68,35
44663,15,MATUTINO,GENERAL,558,519,48,48
44664,15,VESPERTINO,GENERAL,550,533,92,75
44665,15,MATUTINO,GENERAL,544,568,42,38
44666,15,MATUTINO,GENERAL,587,668,110,111
44667,15,MATUTINO,GENERAL,479,494,72,67
44668,15,MATUTINO,GENERAL,524,490,52,55
44669,15,MATUTINO,GENERAL,461,501,29,32
44670,15,MATUTINO,GENERAL,480,456,11,11
44671,15,VESPERTINO,GENERAL,590,648,23,22
44672,15,MATUTINO,GENERAL,553,573,22,26
44673,15,VESPERTINO,GENERAL,586,730,20,27
44674,15,MATUTINO,GENERAL,596,457,2,2
44675,15,MATUTINO,GENERAL,685,511,10,19
44676,15,VESPERTINO,GENERAL,556,560,117,119
44677,15,VESPERTINO,GENERAL,517,455,29,23
44678,15,MATUTINO,GENERAL,480,480,74,61
44679,15,MATUTINO,GENERAL,588,524,122,126
44680,15,VESPERTINO,GENERAL,466,517,29,32
44681,15,MATUTINO,GENERAL,515,519,95,95
44682,15,MATUTINO,GENERAL,542,571,118,104
44683,15,VESPERTINO,GENERAL,498,493,69,73
44684,15,VESPERTINO,GENERAL,540,503,84,109
44685,15,MATUTINO,GENERAL,557,578,64,73
44686,15,MATUTINO,GENERAL,555,517,80,45
44687,15,MATUTINO,GENERAL,556,574,104,114
44688,15,MATUTINO,GENERAL,544,559,40,40
44689,15,VESPERTINO,GENERAL,527,547,36,70
44690,15,MATUTINO,GENERAL,551,543,113,113
44691,15,VESPERTINO,GENERAL,561,648,26,19
44692,15,VESPERTINO,GENERAL,603,595,15,24
44693,15,VESPERTINO,GENERAL,604,588,73,56
44694,15,VESPERTINO,GENERAL,496,455,18,19
44695,15,VESPERTINO,GENERAL,506,508,29,35
44696,15,VESPERTINO,GENERAL,563,555,82,78
44697,15,MATUTINO,GENERAL,615,588,120,82
44698,15,MATUTINO,GENERAL,579,548,82,125
44699,15,MATUTINO,GENERAL,559,549,83,70
44701,15,VESPERTINO,GENERAL,531,504,24,14
44702,15,MATUTINO,GENERAL,557,542,110,90
44703,15,MATUTINO,GENERAL,622,491,70,81
44704,15,MATUTINO,GENERAL,552,519,40,39
44705,15,MATUTINO,GENERAL,514,476,15,14
44706,15,MATUTINO,GENERAL,564,487,32,27
44707,15,MATUTINO,GENERAL,508,551,102,99
44708,15,MATUTINO,GENERAL,508,521,45,58
44709,15,MATUTINO,GENERAL,546,513,93,115
44710,15,MATUTINO,GENERAL,495,492,14,15
44711,15,MATUTINO,GENERAL,443,485,2,4
44712,15,MATUTINO,GENERAL,485,494,18,12
44713,15,MATUTINO,GENERAL,460,485,4,5
44714,15,VESPERTINO,GENERAL,460,480,21,29
44715,15,MATUTINO,GENERAL,468,485,18,21
44716,15,VESPERTINO,GENERAL,577,632,46,39
44717,15,MATUTINO,GENERAL,656,650,33,37
44718,15,VESPERTINO,GENERAL,509,475,48,30
44719,15,MATUTINO,GENERAL,525,509,37,43
44720,15,MATUTINO,GENERAL,573,523,20,14
44721,15,MATUTINO,GENERAL,557,531,10,15
44722,15,MATUTINO,GENERAL,516,441,17,25
44723,15,MATUTINO,GENERAL,518,515,90,110
44724,15,MATUTINO,GENERAL,663,556,55,90
44725,15,VESPERTINO,GENERAL,707,598,83,121
44726,15,VESPERTINO,GENERAL,488,518,6,5
44727,15,VESPERTINO,GENERAL,525,522,29,64
44728,15,MATUTINO,GENERAL,580,619,97,142
44729,15,MATUTINO,GENERAL,565,559,17,26
44730,15,MATUTINO,GENERAL,649,590,71,73
44731,15,MATUTINO,GENERAL,540,557,59,67
44732,15,MATUTINO,GENERAL,497,477,22,23
44733,15,MATUTINO,GENERAL,565,545,113,116
44734,15,VESPERTINO,GENERAL,548,452,38,57
44735,15,MATUTINO,GENERAL,667,714,118,118
44736,15,MATUTINO,GENERAL,532,490,84,82
44737,15,VESPERTINO,GENERAL,492,528,37,42
44738,15,MATUTINO,GENERAL,559,514,103,103
44739,15,MATUTINO,GENERAL,541,531,80,108
44740,15,MATUTINO,GENERAL,523,509,110,115
44741,15,MATUTINO,GENERAL,590,544,97,100
44742,15,VESPERTINO,GENERAL,554,470,37,66
44743,15,MATUTINO,GENERAL,532,498,71,80
44744,15,MATUTINO,GENERAL,536,515,118,111
44745,15,MATUTINO,GENERAL,624,518,68,79
44746,15,MATUTINO,GENERAL,633,587,83,71
44747,15,MATUTINO,GENERAL,505,506,11,10
44748,15,MATUTINO,GENERAL,404,461,8,6
44749,15,MATUTINO,GENERAL,538,451,23,30
44750,15,MATUTINO,GENERAL,563,530,70,53
44751,15,MATUTINO,GENERAL,544,536,41,44
44752,15,VESPERTINO,GENERAL,579,537,45,46
44753,15,VESPERTINO,GENERAL,505,481,38,35
44754,15,MATUTINO,GENERAL,509,495,58,70
44755,15,MATUTINO,GENERAL,547,481,22,21
44756,15,VESPERTINO,GENERAL,529,565,30,19
44757,15,MATUTINO,GENERAL,486,465,34,32
44758,15,MATUTINO,GENERAL,551,514,33,44
44759,15,MATUTINO,GENERAL,524,558,61,37
44760,15,MATUTINO,GENERAL,514,484,24,38
44761,15,MATUTINO,GENERAL,459,465,18,20
44762,15,MATUTINO,GENERAL,595,545,34,33
44763,15,MATUTINO,GENERAL,596,472,6,7
44764,15,MATUTINO,GENERAL,486,536,6,9
44765,15,MATUTINO,GENERAL,501,461,31,17
44766,15,MATUTINO,GENERAL,589,459,22,15
44767,15,MATUTINO,GENERAL,556,526,30,25
44768,15,VESPERTINO,GENERAL,535,521,80,72
44769,15,VESPERTINO,GENERAL,511,497,113,136
44770,15,VESPERTINO,GENERAL,457,604,33,37
44771,15,MATUTINO,GENERAL,562,519,100,103
44772,15,MATUTINO,GENERAL,548,567,81,83
44773,15,MATUTINO,GENERAL,581,533,94,141
44774,15,MATUTINO,GENERAL,545,528,97,145
44775,15,MATUTINO,GENERAL,537,528,72,74
44776,15,MATUTINO,GENERAL,670,687,41,66
44777,15,VESPERTINO,GENERAL,603,608,23,22
44778,15,VESPERTINO,GENERAL,498,469,25,30
44779,15,VESPERTINO,GENERAL,581,623,115,91
44780,15,VESPERTINO,GENERAL,558,552,60,38
44781,15,VESPERTINO,GENERAL,499,582,18,21
44782,15,VESPERTINO,GENERAL,544,505,80,73
44783,15,VESPERTINO,GENERAL,497,564,10,19
44784,15,VESPERTINO,GENERAL,496,577,22,29
44785,15,VESPERTINO,GENERAL,757,575,65,75
44786,15,VESPERTINO,GENERAL,467,468,28,16
44787,15,VESPERTINO,GENERAL,591,534,25,16
44788,15,MATUTINO,GENERAL,438,455,8,11
44789,15,MATUTINO,GENERAL,537,580,8,8
44790,15,MATUTINO,GENERAL,496,519,43,41
44791,15,MATUTINO,GENERAL,517,487,29,28
44792,15,VESPERTINO,GENERAL,536,560,17,14
44793,15,MATUTINO,GENERAL,486,511,10,11
44794,15,MATUTINO,GENERAL,470,461,15,12
44795,15,MATUTINO,GENERAL,543,512,102,90
44796,15,MATUTINO,GENERAL,518,499,123,121
44797,15,MATUTINO,GENERAL,526,536,8,7
44798,15,MATUTINO,GENERAL,583,528,113,89
44799,15,MATUTINO,GENERAL,536,586,81,61
44800,15,MATUTINO,GENERAL,602,587,74,84
44801,15,VESPERTINO,GENERAL,539,488,24,33
44802,15,MATUTINO,GENERAL,567,587,53,37
44803,15,MATUTINO,GENERAL,480,482,18,18
44804,15,VESPERTINO,GENERAL,493,502,21,26
44805,15,VESPERTINO,GENERAL,498,574,24,6
44806,15,MATUTINO,GENERAL,449,444,26,24
44807,15,MATUTINO,GENERAL,478,467,57,33
44808,15,MATUTINO,GENERAL,480,449,54,36
44809,15,MATUTINO,GENERAL,485,496,40,39
44810,15,MATUTINO,GENERAL,459,494,46,47
44811,15,MATUTINO,GENERAL,503,476,50,41
44812,15,MATUTINO,GENERAL,500,554,58,40
44813,15,MATUTINO,GENERAL,501,508,81,69
44814,15,MATUTINO,GENERAL,455,461,22,20
44815,15,MATUTINO,GENERAL,588,489,59,45
44816,15,MATUTINO,GENERAL,579,587,73,78
44817,15,VESPERTINO,GENERAL,531,557,66,55
44818,15,VESPERTINO,GENERAL,585,515,51,52
44819,15,VESPERTINO,GENERAL,501,534,61,43
44820,15,MATUTINO,GENERAL,541,551,53,41
44821,15,MATUTINO,GENERAL,544,568,78,81
44822,15,MATUTINO,GENERAL,562,494,40,43
44823,15,MATUTINO,GENERAL,499,535,55,68
44824,15,MATUTINO,GENERAL,529,550,85,81
44825,15,VESPERTINO,GENERAL,516,571,25,37
44826,15,VESPERTINO,GENERAL,493,485,46,48
44827,15,MATUTINO,GENERAL,549,546,42,24
44828,15,MATUTINO,GENERAL,526,513,102,76
44829,15,VESPERTINO,GENERAL,543,509,29,22
44830,15,MATUTINO,GENERAL,497,441,41,32
44831,15,VESPERTINO,GENERAL,565,563,57,21
44832,15,VESPERTINO,GENERAL,524,587,27,38
44833,15,MATUTINO,GENERAL,571,523,28,37
44834,15,VESPERTINO,GENERAL,436,510,59,38
44835,15,MATUTINO,GENERAL,592,511,25,32
